Facility ID,State,Hospital Type,Hospital Ownership,Hospital Ownership2,Ownership 3,Hospital overall rating
104079,FL,Psychiatric,Proprietary,Proprietary,,Not Available
104080,FL,Psychiatric,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
104081,FL,Psychiatric,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
104082,FL,Psychiatric,Proprietary,Proprietary,,Not Available
110001,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
110002,GA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,2
110003,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
110005,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
110006,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
110007,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
110008,GA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
110010,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
110011,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
110015,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
110016,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
110018,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
110023,GA,Acute Care,Voluntary non-profit - Church,Voluntary non-profit,Church,2
110024,GA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,2
110025,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
110027,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
110028,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
110029,GA,Acute Care,Government - Local,Government , Local,4
110030,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
110031,GA,Acute Care,Proprietary,Proprietary,,1
110032,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
110034,GA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,2
110035,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
110036,GA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
110038,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
110041,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
110042,GA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
110043,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
110044,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
110045,GA,Acute Care,Proprietary,Proprietary,,Not Available
110046,GA,Acute Care,Proprietary,Proprietary,,3
110050,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,5
110051,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,4
110054,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
110064,GA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
110069,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
110071,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
110073,GA,Acute Care,Government - Local,Government , Local,Not Available
110074,GA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,4
110075,GA,Acute Care,Proprietary,Proprietary,,3
110076,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
110078,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
110079,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,1
110082,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
110083,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
110086,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
110087,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
110089,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,1
110091,GA,Acute Care,Proprietary,Proprietary,,2
110092,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
110095,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
110100,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
110101,GA,Acute Care,Proprietary,Proprietary,,Not Available
110104,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
110105,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
110107,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,1
110109,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,5
110111,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
110113,GA,Acute Care,Proprietary,Proprietary,,Not Available
110115,GA,Acute Care,Proprietary,Proprietary,,Not Available
110121,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
110122,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
110124,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,1
110125,GA,Acute Care,Proprietary,Proprietary,,5
110128,GA,Acute Care,Proprietary,Proprietary,,3
110129,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
110130,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
110132,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
110135,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
110142,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
110143,GA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,3
110146,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
110150,GA,Acute Care,Proprietary,Proprietary,,1
110153,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
110161,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
110164,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
110165,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,2
110168,GA,Acute Care,Proprietary,Proprietary,,5
110177,GA,Acute Care,Proprietary,Proprietary,,3
110184,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
110189,GA,Acute Care,Proprietary,Proprietary,,1
110190,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
110191,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,2
110192,GA,Acute Care,Proprietary,Proprietary,,2
110194,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
110198,GA,Acute Care,Proprietary,Proprietary,,2
110200,GA,Acute Care,Proprietary,Proprietary,,4
110201,GA,Acute Care,Proprietary,Proprietary,,5
110209,GA,Acute Care,Proprietary,Proprietary,,Not Available
110215,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
110225,GA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,5
110226,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,3
110229,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,3
110230,GA,Acute Care,Proprietary,Proprietary,,3
110233,GA,Acute Care,Proprietary,Proprietary,,5
110234,GA,Acute Care,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
110236,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
110237,GA,Acute Care,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
110252,GA,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
11029F,GA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,2
11030F,GA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,2
11031F,GA,Acute Care,Veterans Health Administration,Government ,Veterans Health Adminstration,4
11032F,GA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
11033F,GA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
11035F,GA,Acute Care,Department of Defense,Government ,Department of Defense,Not Available
111302,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111303,GA,Critical Access Hospitals,Government - Local,Government , Local,Not Available
111304,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111305,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111306,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111308,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111310,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111311,GA,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
111312,GA,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
111313,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111314,GA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
111316,GA,Critical Access Hospitals,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
111318,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111319,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111320,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111323,GA,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
111324,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111325,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111326,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111327,GA,Critical Access Hospitals,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
111328,GA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
111329,GA,Critical Access Hospitals,Proprietary,Proprietary,,5
111330,GA,Critical Access Hospitals,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
111331,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111332,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111333,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111334,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111335,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
111336,GA,Critical Access Hospitals,Proprietary,Proprietary,,Not Available
111337,GA,Critical Access Hospitals,Government - Hospital District or Authority,Government , Hospital District or Authority,Not Available
113300,GA,Childrens,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
113301,GA,Childrens,Voluntary non-profit - Other,Voluntary non-profit,Other,Not Available
114004,GA,Psychiatric,Proprietary,Proprietary,,Not Available
114008,GA,Psychiatric,Proprietary,Proprietary,,Not Available
114010,GA,Psychiatric,Proprietary,Proprietary,,Not Available
114012,GA,Psychiatric,Proprietary,Proprietary,,Not Available
114013,GA,Psychiatric,Government - State,Government , State,Not Available
114016,GA,Psychiatric,Government - Federal,Government , Federal,Not Available
114019,GA,Psychiatric,Government - State,Government , State,Not Available
114028,GA,Psychiatric,Government - State,Government , State,Not Available
114029,GA,Psychiatric,Government - State,Government , State,Not Available
114032,GA,Psychiatric,Proprietary,Proprietary,,Not Available
114035,GA,Psychiatric,Proprietary,Proprietary,,Not Available
114036,GA,Psychiatric,Proprietary,Proprietary,,Not Available
114037,GA,Psychiatric,Proprietary,Proprietary,,Not Available
120001,HI,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,4
120002,HI,Acute Care,Government - State,Government , State,3
120004,HI,Acute Care,Voluntary non-profit - Private,Voluntary non-profit,Private,Not Available
120005,HI,Acute Care,Government - State,Government , State,4
